Venue ID,Name,Category,Latitude,Longitude,Budget,Atmosphere,Taste,Cost_Performance,Service,Access
4c2ab6b58ef52d7fc36130ba,BBQ Joint 30ba,BBQ Joint,34.690474,135.494181,Low,8,6,5,4,4
4c2abd85b34ad13ac1d2e8ce,Playground e8ce,Playground,34.685633,135.489675,Medium,4,4,9,9,6
4c2aed4e2219c9289adca348,Video Store a348,Video Store,34.698972,135.497361,High,9,6,8,6,4
4c2aef6277cfe21ea5c4b3f1,Gift Shop b3f1,Gift Shop,34.705575,135.497576,Medium,7,7,5,5,6
4c2b0dab8ef52d7f00c230ba,Optical Shop 30ba,Optical Shop,34.705493,135.497239,High,7,4,9,4,4
4c2b15a9355cef3bc12acd56,Beer Garden cd56,Beer Garden,34.704342,135.498525,Medium,6,6,8,4,4
4c2b1fb4ae6820a150451743,Restaurant 1743,Restaurant,34.700903,135.500224,Medium,6,6,8,8,5
4c2b22fc77cfe21ea4f5b3f1,Caf�� b3f1,Caf��,34.703133,135.497748,Low,7,4,4,8,8
4c2b2a472219c9283119a448,Bar a448,Bar,34.697769,135.496144,Medium,7,7,4,7,9
4c2b44618abca59344daff1f,Music Venue ff1f,Music Venue,34.710005,135.492395,High,4,5,8,5,9
4c2bdf44ae6820a1608d1843,Japanese Restaurant 1843,Japanese Restaurant,34.704753,135.498462,High,5,4,9,8,8
4c2c0d7872169521493c7f8f,Coffee Shop 7f8f,Coffee Shop,34.702265,135.502667,Low,7,9,6,6,5
4c2c1096d1a10f471908f964,Japanese Restaurant f964,Japanese Restaurant,34.68516,135.507168,Medium,5,8,8,5,8
4c2c141fb34ad13a61e4eace,Japanese Restaurant eace,Japanese Restaurant,34.689683,135.507687,Low,5,9,4,4,4
4c2c733b2219c928f715a648,Pizza Place a648,Pizza Place,34.698508,135.501101,Medium,5,5,7,8,8
4c2ca0ffd1a10f4770b6f964,Ramen /  Noodle House f964,Ramen /  Noodle House,34.698627,135.50175,Low,7,9,4,6,5
4c2ca6b9ae6820a114a01943,Wine Bar 1943,Wine Bar,34.701139,135.511313,Medium,8,5,6,8,5
4c2cacdc77cfe21e8659b6f1,Ramen /  Noodle House b6f1,Ramen /  Noodle House,34.706251,135.510867,Medium,8,7,8,8,5
4c2cb057b34ad13a6ba8ebce,Wine Bar ebce,Wine Bar,34.696929,135.500465,Low,10,6,3,5,6
4c2d2efe3a4d0f473b7be386,Shoe Store e386,Shoe Store,34.698781,135.4977,Low,4,5,6,6,9
4c2d5ba7e116e21e23938e60,Japanese Restaurant 8e60,Japanese Restaurant,34.690445,135.495635,Low,6,9,7,8,4
4c2d6004987f20a1d87349aa,Ramen /  Noodle House 49aa,Ramen /  Noodle House,34.691297,135.503432,Low,8,10,9,7,6
4c2d72e37d85a593e4bc52f3,Caf�� 52f3,Caf��,34.686265,135.500776,Medium,9,8,9,7,9
4c2d76f5260bc9280a241ad3,Bank 1ad3,Bank,34.696157,135.495626,Medium,5,6,4,5,5
4c2db5653a4d0f47a246e486,Chinese Restaurant e486,Chinese Restaurant,34.704805,135.498462,High,5,8,9,9,8
4c2dbc09260bc928356f1ad3,Bar 1ad3,Bar,34.703816,135.500842,Medium,8,8,7,8,6
4c2dd0e3e760c9b6376d4549,Italian Restaurant 4549,Italian Restaurant,34.706698,135.511851,Low,6,7,7,7,7
4c2dd913e116e21e78318f60,BBQ Joint 8f60,BBQ Joint,34.693844,135.517506,Low,9,5,5,7,7
4c2de3097d85a593744753f3,Karaoke Bar 53f3,Karaoke Bar,34.698622,135.486813,Medium,6,5,3,4,8
4c2dfc73260bc9280edb1ad3,Monument / Landmark 1ad3,Monument / Landmark,34.69838,135.500095,High,9,6,5,7,7
4c2eb4103896e21e9dd6e290,Food & Drink Shop e290,Food & Drink Shop,34.690242,135.516357,High,6,5,7,7,8
4c2ee5fca0ced13ae6b60f6e,Ice Cream Shop 0f6e,Ice Cream Shop,34.704196,135.497545,Medium,4,7,9,5,9
4c2f006a66e40f47ec34c18b,Japanese Restaurant c18b,Japanese Restaurant,34.707078,135.497867,Low,6,8,5,8,4
4c2f0b1f7cc0c9b69b10eb9a,Beer Garden eb9a,Beer Garden,34.692639,135.507943,Low,7,5,6,4,4
4c2f0c15a0ced13a21e10f6e,Japanese Restaurant 0f6e,Japanese Restaurant,34.68857,135.509049,Medium,8,4,5,8,4
4c2f1ca03896e21eba59e390,Japanese Restaurant e390,Japanese Restaurant,34.708743,135.50862,High,6,9,5,6,6
4c2fc946ed37a593e1ed6703,Park 6703,Park,34.690419,135.482444,Medium,8,7,8,5,5
4c300d9316adc928ceb4be9c,Japanese Restaurant be9c,Japanese Restaurant,34.702599,135.501076,Medium,8,7,8,5,7
4c300f69452620a18ab01e0f,Gas Station / Garage 1e0f,Gas Station / Garage,34.693491,135.481599,Medium,5,7,7,8,8
4c3011d2213c2d7f600c325d,Japanese Restaurant 325d,Japanese Restaurant,34.702729,135.499828,Medium,8,7,7,5,6
4c30195ced37a5932a7f6803,Travel Agency 6803,Travel Agency,34.701124,135.496919,Low,8,9,5,5,4
4c302e17452620a1c6db1e0f,Italian Restaurant 1e0f,Italian Restaurant,34.70013,135.497191,Low,8,5,4,9,9
4c303c3aed37a593b3aa6803,Music Venue 6803,Music Venue,34.711215,135.504273,Medium,8,7,4,7,9
4c30462f452620a12bf61e0f,Japanese Restaurant 1e0f,Japanese Restaurant,34.706531,135.497595,High,9,6,6,6,6
4c3048987cc0c9b6512eed9a,Arts & Crafts Store ed9a,Arts & Crafts Store,34.704047,135.496294,Medium,5,6,5,5,8
4c3057aced37a593aac56803,Seafood Restaurant 6803,Seafood Restaurant,34.703249,135.502635,Low,5,5,6,5,7
4c305ec9213c2d7f2067325d,Caf�� 325d,Caf��,34.703115,135.503722,Low,6,4,6,5,7
4c3067a93896e21ef180e590,Bar e590,Bar,34.703209,135.502065,High,8,7,3,9,4
4c306aa266e40f473281c38b,Caf� c38b,Caf�,34.703804,135.500347,Medium,9,8,9,8,6
4c3122a4452620a13833200f,Building 200f,Building,34.704247,135.50073,Low,8,7,8,7,9
4c314d06452620a14e7c200f,Office 200f,Office,34.692054,135.499352,Low,9,9,8,9,8
4c316b5b16adc92864aec09c,Bar c09c,Bar,34.681817,135.506744,Medium,10,5,4,8,7
4c31a682a0ced13a32ef136e,Jazz Club 136e,Jazz Club,34.68983,135.513468,Medium,6,4,5,8,4
4c31a999452620a1c9e8200f,Lounge 200f,Lounge,34.697092,135.498704,High,5,6,7,8,6
4c31e929ac0ab713ce561c1e,Chinese Restaurant 1c1e,Chinese Restaurant,34.689857,135.47583,High,5,8,4,9,7
4c31e9d3ac0ab7130d571c1e,Burger Joint 1c1e,Burger Joint,34.69003,135.475641,High,5,7,8,9,6
4c31eaf7ac0ab71373571c1e,Japanese Restaurant 1c1e,Japanese Restaurant,34.690136,135.476076,Medium,7,4,5,4,7
4c32f9ca452620a1b8d5220f,Caf�� 220f,Caf��,34.703655,135.497499,Medium,9,6,6,4,8
4c33c42c6f1fef3b44a2ec3d,Diner ec3d,Diner,34.686655,135.512984,High,8,9,6,4,4
4c3418097cc0c9b6ade2f29a,Coffee Shop f29a,Coffee Shop,34.708591,135.523962,Low,5,7,9,8,9
4c343b75213c2d7f082c385d,Dim Sum Restaurant 385d,Dim Sum Restaurant,34.697503,135.500827,Low,7,5,7,9,4
4c3453013896e21ec653eb90,Japanese Restaurant eb90,Japanese Restaurant,34.697124,135.486809,Medium,7,4,9,9,6
4c345e42452620a12ff2240f,Sake Bar 240f,Sake Bar,34.684053,135.506283,Low,6,8,6,9,4
4c347e5d16adc9281230c59c,Ramen /  Noodle House c59c,Ramen /  Noodle House,34.689081,135.476307,Medium,5,8,5,8,5
4c3555cd213c2d7f1c133a5d,Fried Chicken Joint 3a5d,Fried Chicken Joint,34.693268,135.475094,High,5,6,6,6,6
4c355c49a0ced13aa1c9196e,Japanese Restaurant 196e,Japanese Restaurant,34.697554,135.511679,Medium,5,8,8,6,7
4c35bf96452620a13327270f,Sushi Restaurant 270f,Sushi Restaurant,34.705179,135.523332,Medium,4,9,7,9,7
4c35ccd43896e21ea0b3ed90,Italian Restaurant ed90,Italian Restaurant,34.704894,135.498419,Medium,7,8,4,7,6
4c36813f298e9c743bc207e3,Office 07e3,Office,34.695555,135.495965,Low,9,8,9,6,6
4c36b5f093db0f4779a01e92,Asian Restaurant 1e92,Asian Restaurant,34.682741,135.496522,Medium,7,6,4,6,7
4c36ec70dfb0e21e05d8aba8,Sake Bar aba8,Sake Bar,34.698084,135.497003,Low,10,6,7,8,8
4c36ed362c8020a1231b8800,Bridge 8800,Bridge,34.685818,135.483887,High,9,5,8,8,5
4c36ef2c2c8020a1ff1c8800,Plaza 8800,Plaza,34.698199,135.497206,High,9,8,7,9,8
4c36f23d3849c92877d3bcb1,Other Nightlife bcb1,Other Nightlife,34.691099,135.492901,Low,8,5,7,9,6
4c36f24f2c8020a10c208800,Salon / Barbershop 8800,Salon / Barbershop,34.719957,135.482497,Medium,6,7,5,7,6
4c36f7f9dfb0e21e6ee4aba8,Ramen /  Noodle House aba8,Ramen /  Noodle House,34.705333,135.482143,High,6,9,5,6,7
4c36fb3093db0f473eea1e92,Sake Bar 1e92,Sake Bar,34.719165,135.480408,Medium,8,4,5,8,7
4c36fe181e06d13afe13753e,Wine Bar 753e,Wine Bar,34.706931,135.497544,Low,10,7,4,9,6
4c370c1993db0f4765011f92,BBQ Joint 1f92,BBQ Joint,34.706104,135.497401,Medium,5,7,6,6,8
4c37125a3849c9282cffbcb1,Japanese Restaurant bcb1,Japanese Restaurant,34.698758,135.494028,High,8,4,8,9,6
4c37f96e1e06d13a2611773e,Indian Restaurant 773e,Indian Restaurant,34.686383,135.499232,Medium,8,4,7,9,8
4c37fa71dfb0e21ed8eaada8,Japanese Restaurant ada8,Japanese Restaurant,34.704756,135.511456,High,6,7,6,7,9
4c37fb46ae2da593de0300c6,Indian Restaurant 00c6,Indian Restaurant,34.683569,135.516302,Medium,6,8,8,4,7
4c3819d818e72d7f4edd17f5,Caf�� 17f5,Caf��,34.688654,135.504014,High,4,5,8,7,9
4c3819e493db0f47f91a2192,Office 2192,Office,34.707344,135.496832,High,4,9,9,9,4
4c383348ae2da593735000c6,General College & University 00c6,General College & University,34.703848,135.502104,High,5,4,6,8,4
4c386a1cdfb0e21ef37baea8,Convenience Store aea8,Convenience Store,34.704025,135.501141,Low,4,5,6,4,8
4c3953bc93db0f47f35f2392,Middle School 2392,Middle School,34.686229,135.489275,Low,8,4,9,9,6
4c39690293db0f47b27f2392,School 2392,School,34.715318,135.471867,Low,8,9,8,6,6
4c3999ea18e72d7f757d1af5,Grocery Store 1af5,Grocery Store,34.712566,135.494499,Medium,9,4,7,5,7
4c39ae2b0a71c9b672de42c9,Chinese Restaurant 42c9,Chinese Restaurant,34.706878,135.497214,Medium,7,8,6,8,9
4c39c26818e72d7fe8aa1af5,Hospital 1af5,Hospital,34.691983,135.48241,Medium,5,9,4,5,8
4c3a73612c8020a1157f8e00,Post Office 8e00,Post Office,34.694092,135.485833,High,8,9,8,8,7
4c3a85c05810a5938556b93c,Pub b93c,Pub,34.695112,135.495468,Medium,6,7,7,6,7
4c3a93f8be4620a1c11f0b13,Medical Center 0b13,Medical Center,34.719521,135.478965,Low,8,8,4,9,5
4c3ab1d31a1cd13a4f42b50d,Italian Restaurant b50d,Italian Restaurant,34.703707,135.499506,Low,7,7,7,8,4
4c3b05135810a593b8e6b93c,Asian Restaurant b93c,Asian Restaurant,34.707399,135.497861,High,8,8,9,6,4
4c3b105262f1c92802e18e53,Restaurant 8e53,Restaurant,34.705762,135.499223,High,7,5,7,8,4
4c3bd9cd933b0f47e561e321,Indian Restaurant e321,Indian Restaurant,34.68249,135.486354,Medium,4,4,6,7,6
4c3be29486ce328f5e1dab2d,Japanese Restaurant ab2d,Japanese Restaurant,34.699008,135.494774,High,9,5,9,8,6
4c3be3fa17f2ef3b59d980f4,Japanese Restaurant 80f4,Japanese Restaurant,34.681365,135.493385,Low,6,9,8,4,8
4c3bea817d002d7f6ed6ad18,Bank ad18,Bank,34.692841,135.474636,Low,7,9,8,4,8
4c3bed16980320a14a138ae4,Subway 8ae4,Subway,34.681499,135.486317,Low,6,5,6,5,8
4c3bedaa7f49c9b6884c6be3,Post Office 6be3,Post Office,34.69378,135.478206,Low,7,8,4,8,5
4c3bee827f49c9b67c4d6be3,Japanese Restaurant 6be3,Japanese Restaurant,34.688224,135.501799,High,6,7,8,8,6
4c3bf6807d00d13ad55b3850,Indian Restaurant 3850,Indian Restaurant,34.689329,135.509011,Medium,7,9,8,8,9
4c3bf8ae7d002d7f45e5ad18,Indian Restaurant ad18,Indian Restaurant,34.702229,135.505052,Medium,5,5,4,6,7
4c3c1d4cb36ac9283daf0386,Miscellaneous Shop 0386,Miscellaneous Shop,34.698305,135.493215,High,8,8,4,8,6
4c3c2496980320a1d1458ae4,Caf�� 8ae4,Caf��,34.701657,135.49947,Medium,4,6,4,8,4
4c3c39fc980320a10f568ae4,Restaurant 8ae4,Restaurant,34.698071,135.487043,Low,5,7,8,9,7
4c3c48e25418897c918a0803,Sake Bar 0803,Sake Bar,34.698728,135.498038,High,10,7,4,7,4
4c3c7d687ea8952178372247,Japanese Restaurant 2247,Japanese Restaurant,34.70634,135.497346,High,7,8,9,9,6
4c3c8c457f49c9b60b026ce3,Hotel 6ce3,Hotel,34.697312,135.508659,Low,7,9,5,10,7
4c3d174eb169c9b638ae4668,Drugstore / Pharmacy 4668,Drugstore / Pharmacy,34.680818,135.518463,Medium,8,7,8,8,6
4c3d3f427c1ee21e66c38d71,Restaurant 8d71,Restaurant,34.699095,135.487658,High,9,4,8,9,5
4c3d4ddeb36ac928f6580586,Japanese Restaurant 0586,Japanese Restaurant,34.701141,135.494331,Medium,7,5,7,6,8
4c3d6a847d00d13a6a413a50,Caf�� 3a50,Caf��,34.707676,135.509916,Low,4,8,7,4,8
4c3d86397c1ee21ec0018e71,Sake Bar 8e71,Sake Bar,34.703571,135.498247,Medium,6,7,5,6,8
4c3d8df6980320a1e2208ce4,Japanese Restaurant 8ce4,Japanese Restaurant,34.690535,135.499074,High,5,7,8,8,6
4c3d91abb36ac9284f910586,BBQ Joint 0586,BBQ Joint,34.695826,135.489766,High,4,7,4,9,9
4c3d93d47c1ee21eb20d8e71,Other Nightlife 8e71,Other Nightlife,34.697573,135.498028,Medium,7,5,9,6,5
4c3d9553a9509c747d8e395b,Sandwich Place 395b,Sandwich Place,34.708,135.511232,High,8,9,6,8,5
4c3dc0edb169c9b6a26c4768,Bar 4768,Bar,34.68685,135.516172,Medium,9,8,3,7,7
4c3dc8c7980320a172728ce4,Chinese Restaurant 8ce4,Chinese Restaurant,34.709643,135.510585,High,5,5,6,6,4
4c3e5c0c51dee21eb491ea6e,Convenience Store ea6e,Convenience Store,34.694953,135.486048,High,7,4,4,5,4
4c3e8ecc0e0d0f47e1cf157f,Indian Restaurant 157f,Indian Restaurant,34.691435,135.504797,High,4,8,6,6,7
4c3ea281b8b4be9a317bccef,Convenience Store ccef,Convenience Store,34.696708,135.496123,Medium,6,9,7,8,6
4c3ea9f4a3a276b069f3175f,Pub 175f,Pub,34.691547,135.498383,High,10,6,5,8,4
4c3eb64780bc20a1566fab58,Office ab58,Office,34.691345,135.507216,High,4,4,9,4,6
4c3ec768db3b1b8d3ee36595,Park 6595,Park,34.70189,135.481011,Medium,5,8,5,9,5
4c3ed4cb0596c9288ace8478,Japanese Restaurant 8478,Japanese Restaurant,34.691105,135.505504,Medium,7,4,9,6,4
4c3fd3f5da3dc928e78ec6b9,Japanese Restaurant c6b9,Japanese Restaurant,34.709041,135.512567,Low,4,5,7,4,8
4c3fd654520fa5935849c7ac,Asian Restaurant c7ac,Asian Restaurant,34.688599,135.497602,Medium,8,4,5,5,6
4c3fd8d0d7fad13ab03805da,Restaurant 05da,Restaurant,34.692138,135.483956,Medium,9,9,9,7,5
4c3fe475d691c9b60b808a0a,Road 8a0a,Road,34.695461,135.487062,High,6,8,9,8,8
4c3fe7adce54e21e66d6081a,Asian Restaurant 081a,Asian Restaurant,34.682882,135.501531,Low,4,7,6,7,4
4c3fe8033735be9aba2c16a4,Convenience Store 16a4,Convenience Store,34.706724,135.505875,Medium,6,6,5,7,7
4c4017c0d7fad13a397d05da,Convenience Store 05da,Convenience Store,34.70337,135.521647,High,5,8,4,7,5
4c402167520fa593109ac7ac,Coffee Shop c7ac,Coffee Shop,34.692399,135.501337,Medium,7,9,5,9,9
4c405d5d520fa593e1e4c7ac,Sake Bar c7ac,Sake Bar,34.719041,135.480823,High,6,9,7,9,6
4c405f42520fa593e0e7c7ac,Caf�� c7ac,Caf��,34.706719,135.499563,High,6,6,6,5,6
4c4070cf520fa593c903c8ac,Sake Bar c8ac,Sake Bar,34.701763,135.487643,High,8,5,5,8,8
4c412e41ff711b8d1bac1105,Sporting Goods Shop 1105,Sporting Goods Shop,34.705628,135.504156,Low,7,8,4,4,4
4c4141d56c1a95213983b96a,Lounge b96a,Lounge,34.706384,135.499266,High,5,8,4,7,5
4c41462cd7fad13abc6a07da,Hobby Shop 07da,Hobby Shop,34.702064,135.501692,Medium,7,8,6,7,6
4c415b2cff711b8df5e71105,Caf�� 1105,Caf��,34.708903,135.503706,Medium,5,7,7,9,5
4c417ae46c1a95215591b96a,Japanese Restaurant b96a,Japanese Restaurant,34.694249,135.485902,High,5,4,8,7,7
4c4196e0e26920a17fa85ee7,Japanese Restaurant 5ee7,Japanese Restaurant,34.697934,135.499341,High,5,5,8,5,6
4c41a05fda3dc928ef23c9b9,Beer Garden c9b9,Beer Garden,34.706232,135.497392,High,6,9,6,6,8
4c4249e77beab71355ce9555,Japanese Restaurant 9555,Japanese Restaurant,34.70376,135.511405,Low,7,6,9,5,6
4c424fdb3735be9aebdf19a4,Hotel 19a4,Hotel,34.691802,135.502511,High,9,8,3,10,6
4c428245da3dc928deb6cab9,Ramen /  Noodle House cab9,Ramen /  Noodle House,34.69402,135.489064,Low,7,7,5,6,5
4c42a715520fa5930ba0cbac,Caf�� cbac,Caf��,34.691968,135.514393,High,6,5,6,7,4
4c42bf81da3dc9287b02cbb9,Ice Cream Shop cbb9,Ice Cream Shop,34.704975,135.498855,Medium,7,6,8,7,8
4c42c072cc410f47304ead61,Cosmetics Shop ad61,Cosmetics Shop,34.690116,135.514323,Low,8,6,6,4,9
4c42f204e26920a120bf60e7,Convenience Store 60e7,Convenience Store,34.706358,135.511106,High,5,7,6,7,9
4c42f4f73735be9a8ab91aa4,Rock Club 1aa4,Rock Club,34.680538,135.505114,High,9,8,5,4,7
4c432faea48d9c740d160d40,Arcade 0d40,Arcade,34.699249,135.497333,High,5,4,7,5,6
4c43c7abf97fbe9a4960ba30,Japanese Restaurant ba30,Japanese Restaurant,34.684958,135.499014,High,7,5,9,4,5
4c43ef7bf97fbe9ad98aba30,Grocery Store ba30,Grocery Store,34.698349,135.513643,Medium,6,7,7,7,6
4c43f9a88c1f20a1add23b99,Convenience Store 3b99,Convenience Store,34.685275,135.485024,Low,4,7,4,5,9
4c442fa62d3ec9b6bc762eae,Japanese Restaurant 2eae,Japanese Restaurant,34.69652,135.511686,High,9,4,4,9,7
4c444623f799e21e1988ada2,Diner ada2,Diner,34.707947,135.498692,Low,8,8,6,9,9
4c4518badd1f2d7f7edc80f9,Asian Restaurant 80f9,Asian Restaurant,34.687009,135.491638,Low,6,8,5,7,7
4c451ac08c1f20a11a6f3d99,Drugstore / Pharmacy 3d99,Drugstore / Pharmacy,34.691724,135.500629,High,5,5,8,6,5
4c451fcd36d6a593e5876ba8,Japanese Restaurant 6ba8,Japanese Restaurant,34.692037,135.502502,High,6,4,7,8,7
4c45262afb6eb71389b34e4a,Deli / Bodega 4e4a,Deli / Bodega,34.697432,135.512262,Low,8,4,7,4,8
4c4551a3fb6eb713aac14e4a,Convenience Store 4e4a,Convenience Store,34.687878,135.50642,Low,5,7,4,9,7
4c4568408c1f20a11eba3d99,Bridge 3d99,Bridge,34.689572,135.484986,Low,7,7,6,4,4
4c45694a2d3ec9b6a83130ae,Building 30ae,Building,34.690517,135.4846,Medium,7,5,7,6,8
4c456c17429a0f47df114a1e,Shrine 4a1e,Shrine,34.694248,135.48743,Medium,6,5,7,4,9
4c456e95dcd61b8d81ab7c56,Brewery 7c56,Brewery,34.700683,135.499074,Medium,7,5,4,6,8
4c45806074ffc92856f676cc,Bar 76cc,Bar,34.696232,135.50222,Low,10,7,5,9,9
4c46241bdd35be9a79fddcd8,Convenience Store dcd8,Convenience Store,34.704682,135.498397,Medium,5,8,6,7,4
4c4642c1342c1b8dbe2ab689,Building b689,Building,34.688238,135.485695,High,7,7,6,8,6
4c466923342c1b8d7db0b689,Japanese Restaurant b689,Japanese Restaurant,34.700081,135.519242,Low,4,6,5,7,8
4c466cd31ddec928e29c9a32,Bar 9a32,Bar,34.686869,135.50195,Medium,10,4,8,7,6
4c466ff331e41b8d0bf94935,French Restaurant 4935,French Restaurant,34.715631,135.481365,High,9,5,6,7,9
4c4671840f5aa593a1037b76,Japanese Restaurant 7b76,Japanese Restaurant,34.695218,135.488037,High,4,9,9,8,9
4c46775919fde21e98a60576,Internet Cafe 0576,Internet Cafe,34.700025,135.500221,Medium,8,4,7,5,7
4c46830749fa952101ae5562,Shrine 5562,Shrine,34.703474,135.505151,High,9,8,4,8,8
4c469a081ddec92892049b32,Government Building 9b32,Government Building,34.695307,135.505665,High,8,9,4,4,8
4c46b9b619fde21eed200676,Post Office 0676,Post Office,34.706605,135.490147,Low,6,9,9,7,9
4c46d4a1417b20a1e29adba9,Shrine dba9,Shrine,34.700863,135.523551,High,8,5,8,4,9
4c46d98319fde21e18640676,Bridge 0676,Bridge,34.691362,135.517452,Low,9,7,5,9,7
4c46f34f89a6c9b6dc949888,Chinese Restaurant 9888,Chinese Restaurant,34.700254,135.486982,High,7,5,8,8,8
4c478d7d417b20a1cc14dea9,Trade School dea9,Trade School,34.699862,135.488377,Low,6,8,5,6,8
4c47ae19c047be9abb883179,Ramen /  Noodle House 3179,Ramen /  Noodle House,34.700544,135.500465,High,6,7,8,3,9
4c47ba4ceb489c74fd27c947,Sake Bar c947,Sake Bar,34.687704,135.49538,Medium,7,7,6,5,7
4c47c17a76d72d7f275a3e4d,Steakhouse 3e4d,Steakhouse,34.698966,135.499191,High,5,4,5,8,8
4c47d01596abd13abd4b7201,Bank 7201,Bank,34.691673,135.496137,Medium,6,7,9,7,5
4c47fda7eb489c74e11fca47,Ramen /  Noodle House ca47,Ramen /  Noodle House,34.706164,135.51124,High,9,10,7,8,9
4c48257896abd13a02187301,Sake Bar 7301,Sake Bar,34.697908,135.528489,Medium,10,4,4,7,8
4c482dea19fde21ecd990a76,Bar 0a76,Bar,34.698702,135.496616,Medium,8,9,8,7,4
4c482e8776d72d7faf733f4d,Japanese Restaurant 3f4d,Japanese Restaurant,34.703518,135.497839,Low,4,7,7,8,7
4c4834cbeb489c74ddd3ca47,Italian Restaurant ca47,Italian Restaurant,34.696007,135.496734,Medium,6,8,9,9,9
4c483cb30f5aa59316778076,Italian Restaurant 8076,Italian Restaurant,34.697727,135.496142,High,9,5,6,8,8
4c48462b89a6c9b6c3dc9c88,Bar 9c88,Bar,34.684274,135.506221,Medium,10,4,7,6,7
4c48489289a6c9b6f9e49c88,Whisky Bar 9c88,Whisky Bar,34.696473,135.486026,High,8,9,8,5,8
4c48d774a3ace21e74fbc73a,Caf�� c73a,Caf��,34.683557,135.496678,Medium,8,8,9,8,4
4c48dab49e3e2d7fa8c9f847,Coffee Shop f847,Coffee Shop,34.690207,135.518391,High,5,7,8,5,8
4c490d799f2ad13a0383c452,Event Space c452,Event Space,34.680274,135.49332,High,9,8,4,5,7
4c491f776f1420a1cfec2f55,Caf�� 2f55,Caf��,34.696886,135.495682,High,5,8,6,5,5
4c4949171b430f4726a153c3,University 53c3,University,34.698843,135.499363,High,9,4,8,5,8
4c49573eb5eec9b6fb0f9ca4,Mobile Phone Shop 9ca4,Mobile Phone Shop,34.699707,135.497646,High,4,9,8,4,4
4c497e996594be9a3d872425,Restaurant 2425,Restaurant,34.707586,135.49831,Medium,7,9,9,8,6
4c498b201b430f479475abc3,Wine Bar abc3,Wine Bar,34.698137,135.496016,High,9,9,3,9,6
4c4a0f38f7cc1b8df211e03d,Diner e03d,Diner,34.703496,135.500649,Medium,5,5,9,9,7
4c4a4b045609c9b61a766f8f,Convenience Store 6f8f,Convenience Store,34.712699,135.510006,Low,9,6,9,8,6
4c4a853f5609c9b63085c98f,Monument / Landmark c98f,Monument / Landmark,34.691654,135.506814,Low,7,8,8,5,6
4c4a85f49c8d2d7fab78a769,Paella Restaurant a769,Paella Restaurant,34.69444,135.489169,Medium,8,7,5,8,6
4c4a9078f7cc1b8d0217953e,Coffee Shop 953e,Coffee Shop,34.708311,135.498821,High,6,6,6,6,6
4c4aa386bad7a5938bb8abaa,Sake Bar abaa,Sake Bar,34.683077,135.496434,Medium,10,9,3,8,5
4c4aaa38c8b6b7130d6f24fb,Korean Restaurant 24fb,Korean Restaurant,34.703524,135.500205,Low,4,4,4,9,7
4c4ab004bad7a5930931beaa,Department Store beaa,Department Store,34.701171,135.497925,Medium,5,9,9,7,4
4c4ab6edf7cc1b8dfe57ce3e,Japanese Restaurant ce3e,Japanese Restaurant,34.698999,135.493875,Medium,7,7,9,5,6
4c4acf08bad7a593bb3af2aa,Liquor Store f2aa,Liquor Store,34.696333,135.49638,High,7,7,4,4,9
4c4ad73af7cc1b8d56d8ff3e,Bar ff3e,Bar,34.683879,135.509566,Low,6,8,6,4,5
4c4add89959220a1f6d9b90e,Bus Station b90e,Bus Station,34.70937,135.498274,High,8,9,6,7,7
4c4ba859f7cc1b8dc86f2a40,Ramen /  Noodle House 2a40,Ramen /  Noodle House,34.706367,135.499823,High,5,8,6,8,9
4c4bb6689c8d2d7f1a0f536b,Japanese Restaurant 536b,Japanese Restaurant,34.69934,135.512752,Medium,8,7,4,9,5
4c4bc75abad7a593bc2d4fac,Caf� 4fac,Caf�,34.696673,135.511916,Medium,5,5,9,9,5
4c4c18b09c8d2d7f5863eb6b,Golf Course eb6b,Golf Course,34.69739,135.494484,Medium,9,4,4,8,7
4c4c90765609c9b66b81c392,Hotel c392,Hotel,34.707191,135.500136,Medium,4,8,4,9,4
4c4cf5507711e21e722792a0,Japanese Restaurant 92a0,Japanese Restaurant,34.693533,135.487776,High,6,8,4,4,9
4c4d03d7a34b2d7f3a719d98,Thai Restaurant 9d98,Thai Restaurant,34.707294,135.510804,High,6,4,5,9,9
4c4d77901b8e1b8df049a625,Beer Garden a625,Beer Garden,34.695125,135.495465,Medium,4,9,7,6,7
4c4d8948db2c20a1b4b4f972,Ramen /  Noodle House f972,Ramen /  Noodle House,34.697631,135.498857,Medium,8,9,5,8,9
4c4e5d401b8e1b8d68ef0d27,Italian Restaurant 0d27,Italian Restaurant,34.696401,135.494463,Low,5,9,7,8,4
4c4e663b51c2c928a9d44b9e,Park 4b9e,Park,34.695755,135.485265,High,5,7,7,7,4
4c4e839a92b6a593605f0d70,Doctor's Office 0d70,Doctor's Office,34.704594,135.499073,High,6,9,9,8,6
4c4ea7a192b6a593e9a84570,Event Space 4570,Event Space,34.705581,135.489867,High,9,8,8,7,5
4c4eb12d1b8e1b8dc77f8e27,BBQ Joint 8e27,BBQ Joint,34.706982,135.497469,Medium,7,4,9,8,5
4c4eb79b92b6a593aa345e70,Japanese Restaurant 5e70,Japanese Restaurant,34.68998,135.503785,Medium,9,8,8,7,5
4c4ec4bff53d0f47e4b90ea7,Diner 0ea7,Diner,34.706463,135.51139,Medium,5,9,8,5,5
4c4ec60792b6a593098c7570,Convenience Store 7570,Convenience Store,34.71222,135.498373,Low,9,7,6,4,6
